"chillutah","chillports","gdd","mat.lo","siteslist","year","lat","long","lat.long","cc","lo","mat60","mat30","mat45"
1836,103.10109373506,95.6532745849719,7.96983853153764,3,1961,49.4,11.4,"49.4 11.4","1950-1970",99,8.94803258688113,3.09515618081787,2.85077771405793
1560,93.2802650614485,108.488877905921,7.69161273130486,3,1962,49.4,11.4,"49.4 11.4","1950-1970",114,4.44885235957679,7.69468732801033,3.64456513592892
1644,86.2303236771663,104.101534539429,8.74919335282738,3,1963,49.4,11.4,"49.4 11.4","1950-1970",119,5.64090151326029,9.63734353458858,5.4945650945782
1836,105.216293960076,92.2554526454725,7.82903208307201,3,1964,49.4,11.4,"49.4 11.4","1950-1970",114,4.98254087223809,4.7723436433298,3.66366658477734
1968,104.82853767826,41.5277555895125,6.89596758779859,3,1965,49.4,11.4,"49.4 11.4","1950-1970",123,4.13401630104016,5.12624988541938,3.50173905216481
2028,109.802894667776,82.2295153577821,7.78661272918145,3,1966,49.4,11.4,"49.4 11.4","1950-1970",115,6.17557363245697,4.72843739431119,3.11141297393276
2184,108.281841026382,48.9549302217172,6.20967728055773,3,1967,49.4,11.4,"49.4 11.4","1950-1970",109,5.63647528385102,9.52640603706823,6.45511096682813
1596,97.7616767607279,84.1349205011453,7.26854822463206,3,1968,49.4,11.4,"49.4 11.4","1950-1970",110,5.87139331138708,5.52218737656949,2.98956515056931
1512,87.9653829564723,83.9536325731193,6.85338694358905,3,1969,49.4,11.4,"49.4 11.4","1950-1970",119,4.57393432399411,5.86624986887909,3.62239122338107
1668,92.4936532037871,70.3695013964062,6.768064364851,3,1970,49.4,11.4,"49.4 11.4","1950-1970",126,3.16696714232752,4.35031240276294,2.93788882322196
1872,107.51196189793,31.8984624147045,5.81096761205023,4,1951,48.75,13.5167,"48.75 13.5167","1950-1970",114,4.97270480688417,4.99796863828669,3.58684774591466
1824,98.4632651841088,118.418436474842,7.52225789638056,4,1952,48.75,13.5167,"48.75 13.5167","1950-1970",111,5.85499986913055,8.34796856340836,3.40666659052173
1632,91.7601505736736,94.3943750459442,8.89741915596589,4,1953,48.75,13.5167,"48.75 13.5167","1950-1970",110,6.9754916473643,4.24421865513432,6.20630420910437
1896,105.599862036276,37.0438011770204,5.83419341798271,4,1954,48.75,13.5167,"48.75 13.5167","1950-1970",122,5.11999988555908,7.00562484341208,1.99565212930674
1524,94.8787236188133,49.5192235998891,5.68387084069752,4,1955,48.75,13.5167,"48.75 13.5167","1950-1970",120,3.03344255514809,8.08046856938745,2.74055549429937
1500,89.0661285781035,71.617150145199,6.87322565282304,4,1956,48.75,13.5167,"48.75 13.5167","1950-1970",127,3.91352450268984,7.04562484251801,5.85967378206956
2592,119.291726035065,64.5270512537339,6.89145145886728,4,1957,48.75,13.5167,"48.75 13.5167","1950-1970",119,6.68188509654987,2.06406245386461,7.20945636059522
1500,89.0145898042769,6.13521932851085,-0.638870953462057,4,1958,48.75,13.5167,"48.75 13.5167","1950-1970",95,1.59877045606797,4.26921865457552,5.99866653258602
2196,107.215698444271,103.979333362353,8.96629012216844,4,1959,48.75,13.5167,"48.75 13.5167","1950-1970",107,7.60040966618318,5.04656238720054,7.40576070403356
2316,112.586322952018,76.286165164524,8.1493546565574,4,1960,48.75,13.5167,"48.75 13.5167","1950-1970",111,6.19401625499557,6.16859361212119,3.16880427699779
1836,98.8126128741916,114.851639590887,8.29129013725587,4,1961,48.75,13.5167,"48.75 13.5167","1950-1970",106,8.32409817459764,3.11437493038829,2.4357777233339
1464,87.5018032712735,104.937610841883,7.27112886973567,4,1962,48.75,13.5167,"48.75 13.5167","1950-1970",114,4.20827859446223,7.82828107502428,3.2991303610413
1560,77.8058179223158,99.0316154096732,8.27225787961675,4,1963,48.75,13.5167,"48.75 13.5167","1950-1970",116,5.10909824645849,9.78218728135107,5.28141292542948
1680,92.597160100419,74.1006064546106,7.23209661254359,4,1964,48.75,13.5167,"48.75 13.5167","1950-1970",111,4.58303268444648,4.84921864161151,4.00411102161225
1668,96.8019093634335,35.5273562431342,6.73274178499536,4,1965,48.75,13.5167,"48.75 13.5167","1950-1970",123,3.93180319080587,5.01124988798983,3.50173905216481
1632,96.2009867351755,98.1753853064134,8.43306432763535,4,1966,48.75,13.5167,"48.75 13.5167","1950-1970",117,6.01983593101995,4.36062490253244,3.02043471509672
1992,102.566743216168,56.3308304906596,6.3535482450839,4,1967,48.75,13.5167,"48.75 13.5167","1950-1970",114,5.42573758364335,9.44781228882493,6.74455540480299
1560,93.6717036243934,79.4382230232362,7.66403208676005,4,1968,48.75,13.5167,"48.75 13.5167","1950-1970",110,6.16385232124355,5.70812487241346,2.79673906792279
1452,88.238751094676,58.3403469237893,5.8777418041061,4,1969,48.75,13.5167,"48.75 13.5167","1950-1970",117,4.71344251759717,5.6507811236952,4.07869556100796
1548,85.9322761257926,45.1676333943146,5.60145148770103,4,1970,48.75,13.5167,"48.75 13.5167","1950-1970",123,3.16852451934189,4.25812490482349,3.10977770826883
2688,128.554989097802,27.9773529273158,5.37999987974763,5,1951,50.95,9.86667,"50.95 9.86667","1950-1970",115,4.17811466071022,4.46656240016455,3.06467384454268
2172,113.034094161452,96.826035569265,6.47225791984989,5,1952,50.95,9.86667,"50.95 9.86667","1950-1970",107,6.30459002301586,7.69453107801382,4.61122211915337
2328,113.62784049251,60.8255199262856,6.37854824452511,5,1953,50.95,9.86667,"50.95 9.86667","1950-1970",96,6.81385230671492,4.37265615226352,6.03586943030519
2280,117.158335550201,26.2479651159613,5.69903213068122,5,1954,50.95,9.86667,"50.95 9.86667","1950-1970",119,5.09434414842761,6.81765609761351,2.11489125707632
1644,100.38211835681,75.8167798793318,6.99645145652035,5,1955,50.95,9.86667,"50.95 9.86667","1950-1970",121,3.26893435316313,8.15078106781584,3.67433325120558
2004,100.01023188949,45.7493159236009,5.88838696515849,5,1956,50.95,9.86667,"50.95 9.86667","1950-1970",125,4.36008186975769,6.48374985507689,6.26217377307298
2796,130.200047077669,46.4981042091593,6.61225791672064,5,1957,50.95,9.86667,"50.95 9.86667","1950-1970",110,7.04721295723661,2.60968744166894,7.51249983208254
2028,106.42120570333,46.6128377438872,6.10016115397335,5,1958,50.95,9.86667,"50.95 9.86667","1950-1970",123,1.92254094063442,3.56312492035795,5.76244431564377
2736,123.024263945956,71.48971850686,7.45322563985903,5,1959,50.95,9.86667,"50.95 9.86667","1950-1970",103,8.0395080170243,5.33249988080934,7.46967374608326
2460,114.05334682328,65.6748197094351,7.565483701866,5,1960,50.95,9.86667,"50.95 9.86667","1950-1970",111,5.92499986756593,5.62312487431336,3.82760861009845
2124,113.695982400285,72.0873372911227,7.3058062883154,5,1961,50.95,9.86667,"50.95 9.86667","1950-1970",100,8.29852440467745,3.19203117865254,1.97344440033452
1824,104.510509992465,100.400337232917,7.58322563695331,5,1962,50.95,9.86667,"50.95 9.86667","1950-1970",115,3.82819663574461,7.34203108589281,3.7726086113278
1896,89.2108638306901,69.4296477923664,7.31387080426418,5,1963,50.95,9.86667,"50.95 9.86667","1950-1970",114,5.29188512761879,8.9353123002802,5.30478249012452
2016,108.581717650752,72.2691768991474,6.57225791761471,5,1964,50.95,9.86667,"50.95 9.86667","1950-1970",111,4.27245892089654,4.71109364469885,3.99066657746832
2100,107.03420305389,41.8735464836952,6.9816127471746,5,1965,50.95,9.86667,"50.95 9.86667","1950-1970",118,4.37049170559058,5.24640613273368,2.56434776876932
2088,112.809472139143,82.9082568892406,7.97096756377047,5,1966,50.95,9.86667,"50.95 9.86667","1950-1970",116,6.1362293710413,4.74890614385367,3.21891297152995
2460,116.231044253957,31.5392324644379,5.65725793806656,5,1967,50.95,9.86667,"50.95 9.86667","1950-1970",116,5.61852446458012,9.47218728828011,6.06977764210767
1632,96.1614590307903,110.910059589201,7.79854821278563,5,1968,50.95,9.86667,"50.95 9.86667","1950-1970",112,6.21262281195673,5.25734363248921,3.58358687642233
1440,89.2573727398746,117.00513305627,8.46887077844792,5,1969,50.95,9.86667,"50.95 9.86667","1950-1970",125,3.68065565543585,6.04031236498849,3.77913035031246
1896,101.727399577035,99.1500615210094,7.89612885576583,5,1970,50.95,9.86667,"50.95 9.86667","1950-1970",128,3.40065566169434,4.59968739718897,3.06355548707975
2868,131.982939951486,37.5339639274243,5.9462901896707,6,1951,50.5167,8.81667,"50.5167 8.81667","1950-1970",115,4.87262284190806,4.89265614064061,3.75804339426205
2208,116.844322572043,114.328386790106,7.52741918658778,6,1952,50.5167,8.81667,"50.5167 8.81667","1950-1970",107,7.32311459041399,8.52515605944791,5.59177765279181
2244,108.921099446211,84.0081961160226,7.9417740160359,6,1953,50.5167,8.81667,"50.5167 8.81667","1950-1970",100,7.74352441708267,5.33453113076393,6.9073911499556
2520,121.314549738885,47.6176015488629,6.86258049177066,6,1954,50.5167,8.81667,"50.5167 8.81667","1950-1970",121,6.10598347007801,7.53749983152375,3.12065210416103
1668,100.261684284006,76.2145418351884,7.39774177013145,6,1955,50.5167,8.81667,"50.5167 8.81667","1950-1970",120,4.26065564247184,8.72781230491819,4.53833323189368
2088,102.660108554128,50.3742479046249,6.24532244105132,6,1956,50.5167,8.81667,"50.5167 8.81667","1950-1970",122,5.1590982453409,7.70890607769252,6.96956506160938
2808,133.017964876968,65.0742859197853,7.42451596308139,6,1957,50.5167,8.81667,"50.5167 8.81667","1950-1970",110,7.85024572617268,3.07031243137317,8.03847808119557
2184,107.470385906141,44.5849952692418,5.93806438340295,6,1958,50.5167,8.81667,"50.5167 8.81667","1950-1970",121,2.66237698967156,4.2499999050051,6.84311095815566
2496,116.518933360595,121.519109426973,9.31370946924172,6,1959,50.5167,8.81667,"50.5167 8.81667","1950-1970",106,8.64360636417739,5.8145311200351,7.89521721483249
2592,121.594775450421,73.679341578983,7.7717740198357,6,1960,50.5167,8.81667,"50.5167 8.81667","1950-1970",109,6.8583605024414,6.09453111377661,4.28097816518224
2124,113.506425807031,81.4319909329969,7.70354821490905,6,1961,50.5167,8.81667,"50.5167 8.81667","1950-1970",99,8.56016374309166,3.73749991646037,2.72911105011072
1860,103.452181066398,118.229989711679,8.30145142735132,6,1962,50.5167,8.81667,"50.5167 8.81667","1950-1970",116,4.32213105093382,7.93765607257956,4.6326085921053
1824,89.9689087203636,89.7580037041068,8.26241917015925,6,1963,50.5167,8.81667,"50.5167 8.81667","1950-1970",118,5.80893429638971,9.80921853074688,5.83989117381608
2100,109.460944376628,77.6141032797308,7.04758048763559,6,1964,50.5167,8.81667,"50.5167 8.81667","1950-1970",111,4.89360644799642,5.4581248780014,4.68977767295308
2184,113.629139536232,51.2895167774748,7.22483854818969,6,1965,50.5167,8.81667,"50.5167 8.81667","1950-1970",114,4.99204906874687,5.68562487291638,3.80304339325622
2208,117.804877211163,74.0798618420885,7.34064499721412,6,1966,50.5167,8.81667,"50.5167 8.81667","1950-1970",113,6.56524575489466,5.35203113037278,4.15380425498132
2520,118.692686360018,42.5950277426582,6.37499985750765,6,1967,50.5167,8.81667,"50.5167 8.81667","1950-1970",112,6.14704904293061,9.9134372784174,6.51066652114193
1836,99.7576650213732,71.4604235164478,7.02387081074619,6,1968,50.5167,8.81667,"50.5167 8.81667","1950-1970",108,6.87319656768356,5.51421862674761,4.275978165294
1596,95.8590457365687,80.566063483019,7.02645145584979,6,1969,50.5167,8.81667,"50.5167 8.81667","1950-1970",118,4.72598350092341,6.30749985901639,4.06358686569349
1884,100.085252342037,57.3198055491047,6.20209663556588,6,1970,50.5167,8.81667,"50.5167 8.81667","1950-1970",123,3.9104097486611,5.04624988720752,3.76055547150059
2736,123.489711815438,47.1482726455953,5.9166127709792,7,1951,54.1167,10.1667,"54.1167 10.1667","1950-1970",116,4.38040973815578,4.25562490487937,3.20999992825091
2364,121.591079530055,144.813037683021,8.05032240070643,7,1952,54.1167,10.1667,"54.1167 10.1667","1950-1970",116,5.89385232727853,7.41062483435962,4.06177768698997
2628,122.609628081461,74.9805861687675,8.05951594888803,7,1953,54.1167,10.1667,"54.1167 10.1667","1950-1970",113,6.82573755235091,3.63828116867808,6.18108681836368
2244,115.262383725934,34.7881922676045,6.0306450264949,7,1954,54.1167,10.1667,"54.1167 10.1667","1950-1970",125,4.41655727833143,6.04578111486626,1.8573912628319
1860,101.185378690094,76.2121903585785,7.4264514469091,7,1955,54.1167,10.1667,"54.1167 10.1667","1950-1970",123,3.19663927281184,7.68828107815352,2.95044437849687
2196,103.945803309318,48.5754994248767,6.08322567048092,7,1956,54.1167,10.1667,"54.1167 10.1667","1950-1970",127,3.67598352439274,4.81703114233096,5.58217378827217
3216,139.43284641259,60.7306207859922,7.06193532602441,7,1957,54.1167,10.1667,"54.1167 10.1667","1950-1970",123,6.20696707437823,3.07984368116013,7.04239114693811
1932,104.297102367106,46.6923029473365,6.43774179158913,7,1958,54.1167,10.1667,"54.1167 10.1667","1950-1970",126,2.28893437506784,1.9996874553035,4.48899989966303
2472,120.275208705617,93.395719255817,8.54903206697876,7,1959,54.1167,10.1667,"54.1167 10.1667","1950-1970",107,7.69229491003102,3.66343741811579,6.98141288743152
2520,120.737952440668,40.3106019054115,6.94854823178462,7,1960,54.1167,10.1667,"54.1167 10.1667","1950-1970",124,5.17049168770919,6.35921860786038,3.14097819066323
2388,117.771256947583,69.4116679334814,6.94629016731896,7,1961,54.1167,10.1667,"54.1167 10.1667","1950-1970",109,8.12327850695516,1.71406246168772,1.15199997425079
2304,110.34396645496,69.7963368070164,7.60645144288578,7,1962,54.1167,10.1667,"54.1167 10.1667","1950-1970",126,3.75122942435021,7.47578108290327,3.46043470526195
1860,93.5075115072405,93.9160770510017,8.69338690246185,7,1963,54.1167,10.1667,"54.1167 10.1667","1950-1970",129,4.40295072125851,7.39531233470188,5.92913030225622
2172,112.031836991396,76.2665235534009,5.51403213481629,7,1964,54.1167,10.1667,"54.1167 10.1667","1950-1970",112,4.0256556477245,3.81781241466524,4.87744433542507
2016,103.664905600211,45.4978689916214,7.04451597157505,7,1965,54.1167,10.1667,"54.1167 10.1667","1950-1970",122,4.41868842582478,4.01359366028919,1.7983695250207
2304,113.229366258808,84.0600797994764,6.28806437557984,7,1966,54.1167,10.1667,"54.1167 10.1667","1950-1970",122,4.69598350159396,3.66718741803197,3.19152166779436
2820,124.022057679298,27.8645068653059,5.90435470673706,7,1967,54.1167,10.1667,"54.1167 10.1667","1950-1970",119,6.04713101237707,7.9840623215423,5.93088875632319
1872,105.466696872608,93.7335297457225,7.83983853444337,7,1968,54.1167,10.1667,"54.1167 10.1667","1950-1970",111,6.96016377885444,4.94671863943222,5.0499998871237
1344,82.3045025294577,64.3945850821223,7.31338693330725,7,1969,54.1167,10.1667,"54.1167 10.1667","1950-1970",129,3.04860648923538,5.73890612172545,3.74989122053122
1932,98.4104329082641,45.6660296637099,5.74951600052056,7,1970,54.1167,10.1667,"54.1167 10.1667","1950-1970",126,2.58024584396635,4.59578114727628,2.56322216492974
2796,128.666104069227,44.6022720769842,6.14370954009674,8,1951,49.5333,11.6833,"49.5333 11.6833","1950-1970",116,4.69065563286059,4.75328114375588,3.29673905674692
2220,115.019957753537,120.646151066363,6.99064500503723,8,1952,49.5333,11.6833,"49.5333 11.6833","1950-1970",108,6.11270478140318,8.57156230841065,4.0071110215452
2412,115.215221226513,87.8500131476146,8.45838690771451,8,1953,49.5333,11.6833,"49.5333 11.6833","1950-1970",107,7.41868835876955,4.4696874000947,6.53249985398725
2376,118.551595285602,29.4802817575021,5.82064503118877,8,1954,49.5333,11.6833,"49.5333 11.6833","1950-1970",128,4.96532775786873,6.93171859506401,2.2777173403934
1704,102.329760408586,76.442976196054,7.01677403671126,8,1955,49.5333,11.6833,"49.5333 11.6833","1950-1970",122,3.44229500502592,8.26874981517904,2.58944438656585
2052,101.916694656731,51.1403319620634,6.02983857490002,8,1956,49.5333,11.6833,"49.5333 11.6833","1950-1970",127,3.63065565655344,6.90218734572409,6.12641290654226
2820,131.372665464272,61.0178877964346,7.81693530914884,8,1957,49.5333,11.6833,"49.5333 11.6833","1950-1970",115,6.90475394402737,2.23890619995655,7.50999983213842
2076,108.543513328335,45.9024613338934,6.09209663802457,8,1958,49.5333,11.6833,"49.5333 11.6833","1950-1970",123,1.868770450033,3.95890616151155,5.78211098187086
2724,123.257941898491,97.1953440083871,8.36629013557948,8,1959,49.5333,11.6833,"49.5333 11.6833","1950-1970",102,7.97442605126588,4.8571873914334,7.70021721919108
2412,115.886986318821,63.0175558162304,7.4593546719801,8,1960,49.5333,11.6833,"49.5333 11.6833","1950-1970",124,5.95049167027483,5.30312488146592,3.54249992081895
2280,114.79705213569,73.3836120088937,7.28419338557268,8,1961,49.5333,11.6833,"49.5333 11.6833","1950-1970",100,8.57467193948868,2.42812494572718,2.30999994836748
2004,105.000082050041,110.748705137674,8.08096756131178,8,1962,49.5333,11.6833,"49.5333 11.6833","1950-1970",115,4.03786876220561,7.15906233998248,2.91336950009851
1872,90.9071559393168,92.8064437127235,8.7543546430346,8,1963,49.5333,11.6833,"49.5333 11.6833","1950-1970",124,5.2242621783106,9.31156229187036,4.90369554256777
2076,111.254571077441,83.4222090493063,6.86967726580558,8,1964,49.5333,11.6833,"49.5333 11.6833","1950-1970",121,4.46262285107228,4.164999906905,3.289333259811
2148,109.887052572427,42.2774706352293,6.97338694090685,8,1965,49.5333,11.6833,"49.5333 11.6833","1950-1970",125,3.45909828333886,4.76562489347998,2.90163036992611
2136,112.881313894078,95.3370602083025,8.53177400284837,8,1966,49.5333,11.6833,"49.5333 11.6833","1950-1970",118,5.72147528195112,4.23656240530545,2.68499993998557
2460,116.910152304832,41.7125086864524,6.28258050473467,8,1967,49.5333,11.6833,"49.5333 11.6833","1950-1970",121,5.08122939462239,9.26937479281332,5.97166653318952
1680,95.3577487368433,86.8229410156106,7.20516112927468,8,1968,49.5333,11.6833,"49.5333 11.6833","1950-1970",113,5.48360643480889,5.18390613413067,2.65847820144795
1452,89.0077992999324,74.1393130274206,6.95177403816413,8,1969,49.5333,11.6833,"49.5333 11.6833","1950-1970",122,4.00024581222688,5.66421862339485,3.4372825318664
1992,104.30979844364,74.1323440698106,7.01080629490917,8,1970,49.5333,11.6833,"49.5333 11.6833","1950-1970",128,2.53106551719677,3.9392186619516,2.38066661345462
1752,102.038784536135,52.401164454757,6.52338695096513,9,1951,49.4167,9.28333,"49.4167 9.28333","1950-1970",117,5.72942610144554,5.58984362505726,4.48467381280321
1752,95.8710388871024,108.946820030981,7.0138708109697,9,1952,49.4167,9.28333,"49.4167 9.28333","1950-1970",109,7.85491785721579,8.88046855150606,6.09088875274691
1560,91.3544279290554,74.6699130906662,8.19112884917206,9,1953,49.4167,9.28333,"49.4167 9.28333","1950-1970",100,7.92631129824297,5.76921862104791,7.02445636473029
1956,107.422394195681,26.1379705823221,5.48596761931455,9,1954,49.4167,9.28333,"49.4167 9.28333","1950-1970",122,6.32803264544269,7.7623435764981,3.45836948791681
1464,90.7504277482925,68.6028498166226,6.35129018061824,9,1955,49.4167,9.28333,"49.4167 9.28333","1950-1970",121,4.58303268444648,9.18093729479006,4.79977767049438
1620,92.0880154716068,49.0910087389647,5.75258051658109,9,1956,49.4167,9.28333,"49.4167 9.28333","1950-1970",126,5.52614741746458,8.18124981713481,7.34065200983668
2508,117.572776504202,44.7600508125245,6.38677405079286,9,1957,49.4167,9.28333,"49.4167 9.28333","1950-1970",118,8.03696703347454,3.62187491904479,8.494130244924
1512,90.0214783397238,47.6292808067355,6.01564502683018,9,1958,49.4167,9.28333,"49.4167 9.28333","1950-1970",126,3.05393435796875,5.49468737718416,7.34488872471783
2196,105.258298130088,98.9269005764677,8.79548367437336,9,1959,49.4167,9.28333,"49.4167 9.28333","1950-1970",120,8.85114734314504,6.46890610540868,8.77586936906142
2292,103.6574191235,52.3585602776552,6.72048372075322,9,1960,49.4167,9.28333,"49.4167 9.28333","1950-1970",117,7.37573754005745,6.71859359982773,4.72358685094134
1896,97.3290884269485,94.7970318838969,7.76999982632697,9,1961,49.4167,9.28333,"49.4167 9.28333","1950-1970",107,9.21032766298559,4.15781240706565,3.955555467142
1392,87.012019975462,105.390799217457,7.40032241523506,9,1962,49.4167,9.28333,"49.4167 9.28333","1950-1970",121,5.17303267125895,8.70953105532681,5.24010857852662
1584,76.76396594755,110.397395945407,9.21612882626153,9,1963,49.4167,9.28333,"49.4167 9.28333","1950-1970",122,6.49122936310644,10.7039060107491,6.61217376524987
1788,90.8771696965745,78.0336742751455,7.54887079901152,9,1964,49.4167,9.28333,"49.4167 9.28333","1950-1970",121,6.04877035660272,6.31421860886621,4.97822211095028
1764,95.7540660459772,29.8532255956234,6.392419211957,9,1965,49.4167,9.28333,"49.4167 9.28333","1950-1970",125,5.59655725195637,6.22984361075214,4.72880424212907
1692,97.9768829045637,68.620623422502,7.09274177694873,9,1966,49.4167,9.28333,"49.4167 9.28333","1950-1970",118,7.14622934846604,6.28218735958217,4.3271738163236
2124,103.311463934636,54.5587640712721,6.22338695767065,9,1967,49.4167,9.28333,"49.4167 9.28333","1950-1970",119,6.79188509409117,10.4814060157223,7.46477761092699
1536,92.0928052289305,52.1229055807428,6.53499985393137,9,1968,49.4167,9.28333,"49.4167 9.28333","1950-1970",114,7.24532770690676,6.23609361061244,4.02326077963833
1548,88.8647755233857,66.1479456216386,6.11209663757754,9,1969,49.4167,9.28333,"49.4167 9.28333","1950-1970",124,5.54565561374985,6.71562484989408,4.68554337353081
1584,82.7473289685813,41.1245598160443,5.11693536949855,9,1970,49.4167,9.28333,"49.4167 9.28333","1950-1970",127,4.18819662769798,5.51140612681047,4.61155545247926
2148,118.062224007618,54.898171138987,6.56467727262286,10,1951,49.9833,7.96667,"49.9833 7.96667","1950-1970",118,5.95729494881129,6.02499986533076,4.82347815305643
1992,102.435119665705,112.153374985715,6.8741933947369,10,1952,49.9833,7.96667,"49.9833 7.96667","1950-1970",112,8.37778669798777,9.15953104526852,6.68866651716332
1800,99.5009002533772,101.378709299119,8.93177399390768,10,1953,49.9833,7.96667,"49.9833 7.96667","1950-1970",104,8.3927866976525,6.8651560965518,7.52076070146311
2028,107.770520089343,36.2722728881868,6.01499986555427,10,1954,49.9833,7.96667,"49.9833 7.96667","1950-1970",121,7.16713098734312,8.4917185601953,4.4760868564734
1560,94.1987964070562,92.374554940819,7.37177402877639,10,1955,49.9833,7.96667,"49.9833 7.96667","1950-1970",119,5.63065561184995,9.61921853499371,5.74511098269787
1680,93.4669506965497,61.5365536436398,6.42548372734699,10,1956,49.9833,7.96667,"49.9833 7.96667","1950-1970",123,6.28278674481467,8.9498435499554,7.95956503948116
2448,119.061199002444,51.8467643975875,6.49322566131671,10,1957,49.9833,7.96667,"49.9833 7.96667","1950-1970",114,8.76967193513009,4.31312490359414,8.6690215453627
1884,100.715005008718,44.3906788734409,5.85354825625977,10,1958,49.9833,7.96667,"49.9833 7.96667","1950-1970",119,4.10770482621843,5.75265612141811,8.07611093059596
2376,114.063323496546,65.2419153512055,7.34806435188699,10,1959,49.9833,7.96667,"49.9833 7.96667","1950-1970",109,9.07622930532718,6.9521873446065,9.30456500941806
2316,110.138716124389,77.6757010173938,7.41225789883925,10,1960,49.9833,7.96667,"49.9833 7.96667","1950-1970",111,8.12524572002595,7.32781233621063,5.3255433592257
1860,102.740000060018,82.5441931342433,7.39919338300223,10,1961,49.9833,7.96667,"49.9833 7.96667","1950-1970",105,9.67188502971816,5.27609363207011,4.25011101611372
1488,90.0016396681641,117.954463707898,7.86967724345384,10,1962,49.9833,7.96667,"49.9833 7.96667","1950-1970",119,5.61516380891754,9.06437479739543,6.02326073493485
1656,83.4297619281124,107.376957550632,9.24225785793556,10,1963,49.9833,7.96667,"49.9833 7.96667","1950-1970",109,7.0463113179125,10.910468506132,7.3470650531716
1776,100.982839774574,103.12554954652,8.50435464862253,10,1964,49.9833,7.96667,"49.9833 7.96667","1950-1970",110,6.17631133735852,6.53031235403614,5.8862220906549
1932,99.7802139317699,35.4113374669854,6.47870953260891,10,1965,49.9833,7.96667,"49.9833 7.96667","1950-1970",118,6.34754084172796,6.67156235087896,5.33239118515959
1944,106.376130538771,95.8349324637889,8.36096755505329,10,1966,49.9833,7.96667,"49.9833 7.96667","1950-1970",113,7.72516376175536,6.87609359630733,5.13239118962994
2124,108.301095040853,52.8875429887148,6.11177405693959,10,1967,49.9833,7.96667,"49.9833 7.96667","1950-1970",117,7.59877032195752,10.8654685071378,7.5296664983655
1572,95.0394864043775,114.934931945303,7.86677401771228,10,1968,49.9833,7.96667,"49.9833 7.96667","1950-1970",110,8.03975391865815,6.50984360449365,5.31836944634257
1488,84.7926496489832,87.5584657992092,7.15838693677177,10,1969,49.9833,7.96667,"49.9833 7.96667","1950-1970",121,6.16319658355329,7.47734358286834,4.89086945589794
1548,88.0340699813079,82.221551769202,7.05032242305817,10,1970,49.9833,7.96667,"49.9833 7.96667","1950-1970",117,5.40770479716116,6.24671861037496,4.9734443332793
3276,137.210807240566,61.2015814293863,7.01838693990102,11,1951,48.9833,9.58333,"48.9833 9.58333","1950-1970",119,5.3810654534943,5.18749988405034,4.04999990947545
2772,129.832610506688,94.259159513085,6.72209662394298,11,1952,48.9833,9.58333,"48.9833 9.58333","1950-1970",106,7.22229492053634,8.73156230483437,5.56077765348471
2604,118.068789778464,86.8122153404919,8.34080626518135,11,1953,48.9833,9.58333,"48.9833 9.58333","1950-1970",100,7.69262277887615,5.30874988134019,6.86347810745887
2496,122.455525111883,37.212800925303,6.72838694638302,11,1954,48.9833,9.58333,"48.9833 9.58333","1950-1970",123,5.65557364407988,7.29921858684975,2.98923906362008
1944,110.692827761701,89.9934835726517,8.00483853075533,11,1955,48.9833,9.58333,"48.9833 9.58333","1950-1970",120,4.08172122024183,8.48499981034547,4.29099990408868
2100,108.892386542427,43.7506605894061,6.20096760333305,11,1956,48.9833,9.58333,"48.9833 9.58333","1950-1970",124,5.02918021545791,7.71093732764712,6.89923897622477
3216,140.857534314945,70.2263811416931,7.69258047321871,11,1957,48.9833,9.58333,"48.9833 9.58333","1950-1970",118,7.55057360172333,2.95859368387028,8.00054329943479
2316,114.539503280712,54.6974526871936,6.49532243546339,11,1958,48.9833,9.58333,"48.9833 9.58333","1950-1970",122,2.64262289175245,4.98312488861848,6.90122206796789
2448,118.895219637212,123.10812233017,9.41451591860142,11,1959,48.9833,9.58333,"48.9833 9.58333","1950-1970",107,8.2298358816226,5.86203111897339,8.36445633477896
2556,127.970087162482,109.955640984596,9.21451592307177,11,1960,48.9833,9.58333,"48.9833 9.58333","1950-1970",109,6.90663918988688,6.309843608964,4.35608685915561
2376,123.016064773616,98.933541252105,8.32080626562839,11,1961,48.9833,9.58333,"48.9833 9.58333","1950-1970",104,8.73040964092571,3.32515617567697,3.56044436486231
2316,116.163635200679,106.501237073969,8.68596754778897,11,1962,48.9833,9.58333,"48.9833 9.58333","1950-1970",117,4.61196711002925,8.31546856413479,4.65347815685622
1764,89.8531760339216,116.624851218568,9.18758043980286,11,1963,48.9833,9.58333,"48.9833 9.58333","1950-1970",120,6.00999986566603,10.21531227167,6.03347812601082
2424,121.595747833528,101.95690116872,7.92967724211274,11,1964,48.9833,9.58333,"48.9833 9.58333","1950-1970",120,5.61221298931136,6.07921861411887,4.42411101222452
2556,119.385260481003,65.1207936955413,7.98419336992646,11,1965,48.9833,9.58333,"48.9833 9.58333","1950-1970",121,4.94450808620294,5.68562487291638,4.21695642748281
2424,119.039690042711,87.7127727951991,7.50629015480198,11,1966,48.9833,9.58333,"48.9833 9.58333","1950-1970",115,6.48040969121713,5.56874987552874,3.46999992243946
2940,127.873594016086,53.0899749762418,7.10403209927702,11,1967,48.9833,9.58333,"48.9833 9.58333","1950-1970",125,6.09180314252611,10.1260935236642,7.12411095187482
